,0,1,2,3,4,5,6,7,8,9
0,68.87088012695312,72.50794982910156,69.13790893554688,67.69091033935547,70.4227294921875,72.3855209350586,69.08578491210938,67.84431457519531,72.03367614746094,69.74365234375
1,67.91284942626953,71.554443359375,68.17594909667969,66.72991943359375,69.46524810791016,71.4361572265625,68.13162994384766,66.8878173828125,71.07827758789062,68.77975463867188
2,66.96083068847656,70.60712432861328,67.21998596191406,65.77499389648438,68.51405334472656,70.49321746826172,67.18328857421875,65.93745422363281,70.12890625,67.82207489013672
3,66.01499938964844,69.66622161865234,66.27027893066406,64.8263168334961,67.56936645507812,69.55685424804688,66.24092102050781,64.99343872070312,69.18576049804688,66.87088012695312
4,65.07557678222656,68.7319564819336,65.32704162597656,63.8841438293457,66.6314468383789,68.62724304199219,65.30470275878906,64.05596923828125,68.24906158447266,65.92642974853516
5,64.14277648925781,67.80457305908203,64.3905258178711,62.94868469238281,65.70052337646484,67.70453643798828,64.37483215332031,63.125244140625,67.31904602050781,64.98896789550781
6,63.21681213378906,66.88432312011719,63.46095275878906,62.020172119140625,64.7768783569336,66.78887939453125,63.45147705078125,62.201507568359375,66.39590454101562,64.05877685546875
7,62.29792785644531,65.97148132324219,62.53860092163086,61.09885787963867,63.86076354980469,65.8804702758789,62.534873962402344,61.28496551513672,65.47993469238281,63.13611602783203
8,61.38636779785156,65.06631469726562,61.62372589111328,60.18500518798828,62.95245361328125,64.97948455810547,61.625274658203125,60.37586212158203,64.57138061523438,62.22126770019531
9,60.48240280151367,64.16914367675781,60.716583251953125,59.278873443603516,62.05227279663086,64.08617401123047,60.722904205322266,59.47447967529297,63.6705322265625,61.314517974853516
10,59.586334228515625,63.28033447265625,59.81748962402344,58.38077926635742,61.160545349121094,63.20075988769531,59.82807922363281,58.58108901977539,62.7777099609375,60.41617965698242
11,58.69846725463867,62.40019226074219,58.92677307128906,57.49101257324219,60.27759552001953,62.32350158691406,58.94109344482422,57.69598388671875,61.89326095581055,59.526573181152344
12,57.81912612915039,61.52913284301758,58.04473114013672,56.60990905761719,59.403785705566406,61.45473861694336,58.06230926513672,56.81951141357422,61.01753616333008,58.646034240722656
13,56.948692321777344,60.66755294799805,57.171730041503906,55.73783493041992,58.53950500488281,60.59476852416992,57.19207000732422,55.951995849609375,60.150917053222656,57.7749137878418
14,56.08753204345703,59.81586456298828,56.30812072753906,54.875144958496094,57.68513870239258,59.74394607543945,56.33076477050781,55.09381866455078,59.293827056884766,56.913597106933594
15,55.23604965209961,58.97450256347656,55.45427703857422,54.02222442626953,56.84110641479492,58.90264892578125,55.47881317138672,54.24535369873047,58.44667053222656,56.062442779541016
16,54.39466857910156,58.14391326904297,54.61058044433594,53.17947769165039,56.007789611816406,58.07127380371094,54.63664245605469,53.407012939453125,57.609901428222656,55.22186279296875
17,53.563804626464844,57.32457733154297,53.77742004394531,52.34730529785156,55.18565368652344,57.25022506713867,53.8046875,52.57921600341797,56.783966064453125,54.39225387573242
18,52.743919372558594,56.516937255859375,52.95519256591797,51.526126861572266,54.37509536743164,56.439903259277344,52.983402252197266,51.76236343383789,55.96931076049805,53.57401657104492
19,51.935447692871094,55.72145462036133,52.144264221191406,50.71637725830078,53.576534271240234,55.640777587890625,52.173240661621094,50.956912994384766,55.1663932800293,52.767555236816406
20,51.13883590698242,54.93860626220703,51.345054626464844,49.918460845947266,52.79039001464844,54.853233337402344,51.37467575073242,50.16328811645508,54.37567138671875,51.97329330444336
21,50.35456085205078,54.168846130371094,50.55792236328125,49.13279342651367,52.01707077026367,54.07774353027344,50.58815383911133,49.38193893432617,53.597591400146484,51.191612243652344
22,49.58305740356445,53.41262435913086,49.78325271606445,48.359806060791016,51.256961822509766,53.31473159790039,49.814125061035156,48.613304138183594,52.832611083984375,50.42290115356445
23,48.82477569580078,52.670387268066406,49.02138900756836,47.599876403808594,50.510467529296875,52.56463623046875,49.05303955078125,47.85781478881836,52.08113098144531,49.667564392089844
24,48.08016586303711,51.94257354736328,48.27269744873047,46.85342788696289,49.7779426574707,51.82788848876953,48.30533218383789,47.11592483520508,51.34358596801758,48.92594909667969
